Sentence,Tags
These represent four separate independent mutations,O O O O O O
In the mongoose this change is effected uniquely by glycosylation,O O ANIMAL O O O O O O O
Herpestina was a scientific name proposed by Charles Lucien Bonaparte in 1845 who considered the mongooses a subfamily of the Viverridae,O O O O O O O O O O O O O O O ANIMAL O O O O O
In 1864 John Edward Gray classified the mongooses into three subfamilies Galidiinae Herpestinae and Mungotinae,O O O O O O O ANIMAL O O O O O O O
This grouping was supported by Reginald Innes Pocock in 1919 who referred to the family as Mungotidae,O O O O O O O O O O O O O O O O O
Phylogenetic research of 18 mongoose species revealed that the solitary and social mongooses form different clades,O O O O ANIMAL O O O O O O O ANIMAL O O O
Mongooses mostly feed on insects crabs earthworms lizards birds and rodents,ANIMAL O O O O O O O O O O
However they also eat eggs and carrion,O O O O O O O
Monkey is a common name that may refer to most mammals of the infraorder Simiiformes also known as simians,ANIMAL O O O O O O O O O O O O O O O O O O
Traditionally all animals in the group now known as simians are counted as monkeys except the apes,O O O O O O O O O O O O O ANIMAL O O O
Thus monkeys in that sense constitute an incomplete paraphyletic grouping however in the broader sense based on cladistics apes Hominoidea are also included making the terms monkeys and simians synonyms in regard to their scope,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O
In 1812 Étienne Geoffroy grouped the apes and the Cercopithecidae group of monkeys together and established the name Catarrhini Old World monkeys singes de lAncien Monde in French,O O O O O O O O O O O O ANIMAL O O O O O O O O ANIMAL O O O O O O
The extant sister of the Catarrhini in the monkey singes group is the Platyrrhini New World monkeys,O O O O O O O O ANIMAL O O O O O O O ANIMAL
Some nine million years before the divergence between the Cercopithecidae and the apes the Platyrrhini emerged within monkeys by migration to South America from AfroArabia the Old World likely by ocean,O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O
Apes are thus deep in the tree of extant and extinct monkeys and any of the apes is distinctly closer related to the Cercopithecidae than the Platyrrhini are,O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O
Many monkey species are treedwelling arboreal although there are species that live primarily on the ground such as baboons,O ANIMAL O O O O O O O O O O O O O O O O O
Most species are mainly active during the day diurnal,O O O O O O O O O
Monkeys are generally considered to be intelligent especially the Old World monkeys,ANIMAL O O O O O O O O O O ANIMAL
Within suborder Haplorhini the simians are a sister group to the tarsiers  the two members diverged some 70 million years ago,O O O O O O O O O O O O O O O O O O O O O O
New World monkeys and catarrhine monkeys emerged within the simians roughly 35 million years ago,O O ANIMAL O O ANIMAL O O O O O O O O O
Old World monkeys and apes emerged within the catarrhine monkeys about 25 million years ago,O O ANIMAL O O O O O O ANIMAL O O O O O
Extinct basal simians such as Aegyptopithecus or Parapithecus 3532 million years ago are also considered monkeys by primatologists,O O O O O O O O O O O O O O O ANIMAL O O
Lemurs lorises and galagos are not monkeys but strepsirrhine primates suborder Strepsirrhini,O O O O O O ANIMAL O O O O O
The simians sister group the tarsiers are also haplorhine primates however they are also not monkeys,O O O O O O O O O O O O O O O ANIMAL
Apes emerged within monkeys as sister of the Cercopithecidae in the Catarrhini so cladistically they are monkeys as well,O O O ANIMAL O O O O O O O O O O O O ANIMAL O O
However there has been resistance to directly designate apes and thus humans as monkeys so Old World monkey may be taken to mean either the Cercopithecoidea not including apes or the Catarrhini including apes,O O O O O O O O O O O O O ANIMAL O O O ANIMAL O O O O O O O O O O O O O O O O
That apes are monkeys was already realized by GeorgesLouis Leclerc Comte de Buffon in the 18th century,O O O ANIMAL O O O O O O O O O O O O O
Linnaeus placed this group in 1758 together with the tarsiers in a single genus Simia sans Homo an ensemble now recognised as the Haplorhini,O O O O O O O O O O O O O O O O O O O O O O O O
Monkeys including apes can be distinguished from other primates by having only two pectoral nipples a pendulous penis and a lack of sensory whiskers,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
The moose pl moose used in North America or elk pl elk or elks used in Eurasia Alces alces is the worlds tallest largest and heaviest extant species of deer and the only species in the genus Alces,O ANIMAL O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
It is also the tallest and the secondlargest land animal in North America falling short only of the American bison in body mass,O O O O O O O O O O O O O O O O O O O O O O O
Most adult male moose have broad palmate openhand shaped antlers other members of the deer family have pointed antlers with a dendritic twiglike configuration,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O
Moose inhabit the circumpolar boreal forests or temperate broadleaf and mixed forests of the Northern Hemisphere thriving in cooler temperate areas as well as subarctic climates,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O
Hunting shaped the relationship between moose and humans both in Eurasia and North America,O O O O O ANIMAL O O O O O O O O
Prior to the colonial era around 16001700 CE moose were one of many valuable sources of sustenance for certain tribal groups and First Nations,O O O O O O O O ANIMAL O O O O O O O O O O O O O O O
Hunting and habitat loss have reduced the mooses range this fragmentation has led to sightings of urban moose in some areas,O O O O O O O ANIMAL O O O O O O O O O ANIMAL O O O
The moose has been reintroduced to some of its former habitats,O ANIMAL O O O O O O O O O
Currently the greatest populations occur in Canada where they can be found in all provinces excepting Nunavut and Prince Edward Island additionally substantial numbers of moose are found in Alaska New England with Maine having the most of the contiguous United States the State of New York Fennoscandia the Baltic states the Caucasus region Belarus Poland Eastern Europe Mongolia Kazakhstan and Russia,O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In the United States outside of Alaska and New England most moose are found further to the north west and northeast including Colorado Idaho Michigan Minnesota Montana North Dakota Utah Vermont Wisconsin and Wyoming and individuals have been documented wandering as far south as western Oklahoma northeastern Arizona and northwestern New Mexico,O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Predominantly a browser the mooses diet consists of both terrestrial and aquatic vegetation depending on the season with branches twigs and dead wood making up a large portion of their winter diet,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
Predators of moose include wolves bears humans wolverines rarely though may take calves and rarely if swimming in the ocean orcas,O O ANIMAL O O O O O O O O O O O O O O O O O O
Unlike most other deer species moose do not form herds and are solitary animals aside from calves who remain with their mother until the cow begins estrus again typically 18 months after the birth of a calf,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
At this point the cow chases her calf away,O O O O O O O O O
Although generally slowmoving and sedentary moose can become defensively aggressive and move very quickly if angered or startled,O O O O O ANIMAL O O O O O O O O O O O O
Their mating season in the autumn features energetic fights between males competing for a female,O O O O O O O O O O O O O O O
Alces alces is called a moose in North American English but an elk in British English,O O O O O ANIMAL O O O O O O O O O O
The word elk in North American English refers to a completely different species of deer Cervus canadensis also called the wapiti from Algonquin,O O O O O O O O O O O O O O O O O O O O O O O
A mature male moose is called a bull a mature female a cow and an immature moose of either sex a calf,O O O ANIMAL O O O O O O O O O O O O ANIMAL O O O O O
The word moose had first entered English by 1606 and is borrowed from the Algonquian languages compare the Narragansett moos and Eastern Abenaki mos according to early sources these were likely derived from moosu meaning he strips off and possibly involved forms from multiple languages mutually reinforcing one another,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The ProtoAlgonquian form was moswa,O O O O O
On average an adult moose stands 1421 m 4 ft 7 in  6 ft 11 in high at the shoulder which is more than 30 centimetres 1 ft higher than the nextlargest deer on average the wapiti,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The tail is short 6 cm to 8 cm in length and vestigial in appearance unlike other ungulates the moose tail is too short to swish away insects,O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O
Males or bulls normally weigh from 380 to 700 kg 838 to 1543 lb and females or cows typically weigh 200 to 490 kg 441 to 1080 lb depending on racial or clinal as well as individual age or nutritional variations,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
